osmid,lat,lon,street_count
104725987,40.4632221,-80.0198202,3
104725993,40.463596,-80.0203095,3
104726010,40.464122,-80.0205469,3
104726016,40.4652585,-80.0206241,3
104726022,40.4668818,-80.018815,3
104726028,40.4679133,-80.0158217,3
104726042,40.4692114,-80.0145772,3
104726048,40.4699099,-80.0139164,3
104726059,40.4701011,-80.013339,3
104726064,40.470217,-80.0126941,3
104726072,40.4703194,-80.0121244,3
104726083,40.4704939,-80.0112122,3
104726089,40.4709081,-80.0091064,3
104726100,40.4710084,-80.0085996,4
104726441,40.4641329,-80.0033827,4
104726457,40.4650486,-80.0035733,3
104726471,40.4652084,-80.0028858,1
104728141,40.4220508,-79.9973991,3
104728164,40.4570422,-80.0700341,3
104728173,40.4576596,-80.0704463,3
104728191,40.457917,-80.0706127,3
104728201,40.4581924,-80.0707874,4
104728519,40.4213058,-79.9005398,4
104728527,40.4210645,-79.9000509,3
104728535,40.4208381,-79.899562,4
104728542,40.4206175,-79.8990754,4
104728548,40.4203839,-79.8985876,4
104728808,40.4306503,-79.9818612,3
104728815,40.4305577,-79.9803778,4
104728823,40.4304877,-79.9789464,4
104728832,40.4304033,-79.9774447,4
104728838,40.4303117,-79.9760345,4
104728851,40.4301209,-79.9728687,4
104728862,40.4299983,-79.9706517,3
104728876,40.4666151,-79.9461788,3
104728884,40.4664442,-79.944977,4
104728895,40.4661168,-79.9425972,4
104728902,40.4658911,-79.9408743,4
104728908,40.4657454,-79.9397916,4
104728916,40.4656304,-79.9383217,3
104731450,40.4140418,-79.9676319,3
104731464,40.414052,-79.9665429,1
104731685,40.470614,-79.8981813,3
104731691,40.4707834,-79.8976798,3
104731899,40.4377054,-80.0565206,3
104731929,40.4314725,-79.955308,3
104732072,40.4683602,-80.0251948,3
104732075,40.4682687,-80.0259125,3
104732082,40.4681483,-80.0268557,4
104732085,40.4675986,-80.0295529,3
104732091,40.4672834,-80.0309262,3
104732992,40.4402189,-80.0562301,4
104733303,40.3844518,-80.0137252,3
104733363,40.4644301,-79.9510548,4
104735055,40.425462,-79.91701,3
104735070,40.4247989,-79.9190836,3
104735799,40.4900018,-80.0157012,3
104735816,40.4907628,-80.0155789,3
104736059,40.4491326,-80.053678,1
104736481,40.41251,-79.93343,3
104736523,40.411078,-79.9332353,3
104736566,40.4119636,-79.9311234,1
104736897,40.4627988,-79.8917737,3
104736908,40.462588,-79.8908773,3
104736969,40.452031,-80.0605455,3
104736984,40.4523114,-80.0608654,4
104737003,40.4534344,-80.0620446,4
104737009,40.4538064,-80.0624415,4
104737017,40.454085,-80.06274,4
104737028,40.454355,-80.0630299,4
104737039,40.4546285,-80.063311,4
104737045,40.4549099,-80.063619,4
104737055,40.4551739,-80.0639038,4
104737067,40.4554674,-80.064205,4
104737075,40.4557351,-80.0644832,4
104737086,40.456021,-80.064823,3
104737096,40.4563004,-80.0651151,3
104737202,40.4317537,-79.9280458,3
104737214,40.4318279,-79.9275137,3
104737847,40.3888014,-80.0092961,3
104737876,40.3881631,-80.0087076,1
104738167,40.4371045,-79.993409,3
104738187,40.4380306,-79.9933139,4
104738194,40.438272,-79.9932912,4
104738201,40.4386543,-79.9932965,3
104739020,40.4294834,-79.8986367,3
104739294,40.4687232,-79.9875858,1
104739300,40.4686734,-79.9863018,3
104739313,40.4686624,-79.9858467,4
104739319,40.4686604,-79.9853912,3
104739411,40.4698007,-79.9609059,3
104739416,40.4694514,-79.9604087,4
104739421,40.4687496,-79.9594474,4
104739433,40.4677119,-79.9580125,4
104739438,40.4663713,-79.9561491,3
104739443,40.4661237,-79.9558181,3
104739451,40.4659662,-79.9556051,4
104739458,40.4656527,-79.9551568,4
104739464,40.46534,-79.9547484,3
104739472,40.465031,-79.9543385,3
104739478,40.4645803,-79.9537327,4
104739485,40.464281,-79.953307,3
104739490,40.4639368,-79.9528689,6
104741437,40.3780227,-79.9084672,3
104741442,40.3768952,-79.9093316,4
104741720,40.4557144,-79.9502995,3
104741727,40.4556089,-79.948253,3
104741839,40.4007088,-80.0181046,3
104741845,40.4006149,-80.0146097,4
104741850,40.4005957,-80.013938,1
104741862,40.4166218,-79.9895044,3
104741869,40.416242,-79.989499,4
104741874,40.4158867,-79.9894776,4
104741882,40.4155087,-79.9894596,4
104741889,40.415133,-79.9894381,3
104759830,40.4223879,-79.9457544,3
104761407,40.440186,-79.9790928,3
104762177,40.4037095,-79.9891229,3
104762185,40.4039076,-79.9865963,4
104762206,40.4042738,-79.9850417,4
104762215,40.4048594,-79.9834366,1
104762608,40.4332757,-80.0436329,3
104762614,40.433132,-80.045169,3
104762913,40.4695022,-79.9992781,3
104762926,40.4721634,-80.0007499,3
104762936,40.4733035,-80.0005321,3
104763212,40.4719133,-80.0309875,3
104763220,40.4719335,-80.030374,4
104763228,40.4719386,-80.030219,3
104763240,40.4719553,-80.0297106,3
104763249,40.4719625,-80.0293163,3
104763257,40.4719524,-80.0291123,3
104763266,40.471963,-80.0287866,3
104763277,40.4719841,-80.0281351,3
104763637,40.3823751,-79.9824407,3
104763644,40.3819772,-79.9824956,3
104763660,40.381171,-79.9818009,4
104763685,40.4664012,-79.9551066,3
104763929,40.4964797,-80.0090345,3
104763945,40.4982773,-80.0092211,3
104764006,40.4154102,-79.9448634,3
104764010,40.4150135,-79.9445411,3
104764016,40.4135337,-79.9437675,4
104764027,40.4128662,-79.9434389,3
104764032,40.4116507,-79.9428287,4
104764054,40.4113051,-79.9426363,3
104764059,40.41078,-79.9423664,3
104764407,40.4491881,-79.9013193,4
104764418,40.450061,-79.9007096,4
104764428,40.4509379,-79.9000868,4
104764438,40.4525103,-79.898973,3
104764459,40.4530455,-79.8985977,3
104764478,40.4536642,-79.8981865,3
104764488,40.4537165,-79.8981504,3
104764493,40.4539774,-79.8979754,3
104764499,40.4542942,-79.8977625,3
104764509,40.4546384,-79.8975308,4
104764517,40.4550592,-79.897236,4
104764527,40.4555364,-79.8970226,4
104764533,40.4560047,-79.8968311,4
104764540,40.4564716,-79.8966538,4
104764547,40.4569422,-79.8964759,3
104764558,40.457403,-79.8962991,4
104764570,40.4578261,-79.8961366,4
104764579,40.4581806,-79.8959964,4
104764586,40.4585166,-79.8958567,4
104764594,40.4588555,-79.8957285,4
104764604,40.4595282,-79.8954694,4
104764610,40.4602047,-79.8952066,4
104764617,40.4608259,-79.8949616,4
104764626,40.4614489,-79.8947257,4
104764831,40.4627487,-79.9944413,4
104764837,40.4630137,-79.9940432,3
104764843,40.4634561,-79.9933159,3
104764870,40.4646576,-79.992684,1
104764884,40.4599297,-80.0484442,3
104764889,40.4603549,-80.049189,4
104764896,40.460567,-80.0495366,3
104764905,40.4607842,-80.0499112,4
104764912,40.4609896,-80.050252,3
104764919,40.4611938,-80.0506106,3
104765370,40.4536194,-80.0530479,3
104765377,40.4532864,-80.0545827,4
104765431,40.4500924,-80.0620288,4
104765443,40.449068,-80.063577,3
104768925,40.4669778,-79.9101907,3
104768933,40.4666417,-79.9100168,3
104769114,40.4620611,-80.0538323,4
104769124,40.461909,-80.0543203,4
104769133,40.4617358,-80.0548094,4
104769141,40.4615914,-80.0552312,4
104769145,40.4614423,-80.0556563,3
104770143,40.4555179,-80.0097951,4
104770150,40.4561548,-80.0100043,3
104770154,40.4563714,-80.0100754,3
104770159,40.4568597,-80.0102358,3
104770166,40.4571836,-80.0103422,4
104770224,40.4573884,-80.0018822,3
104770228,40.4574781,-80.0014091,3
104770232,40.4575653,-80.0009496,3
104770235,40.4576845,-80.0003208,1
104770319,40.4607997,-80.0192478,1
104770334,40.4603297,-80.0217925,3
104770345,40.4598996,-80.0241092,3
104771817,40.4545818,-80.0501502,4
104771825,40.4553459,-80.0508938,4
104771835,40.4568914,-80.0523195,4
104771945,40.4073361,-80.0459933,3
104771955,40.4046834,-80.0444553,3
104771962,40.4038582,-80.0444453,3
104773570,40.4718356,-79.9637121,3
104773579,40.4715823,-79.963372,3
104773589,40.4708878,-79.9623966,4
104773603,40.4701665,-79.9614121,3
104773712,40.4511968,-79.993742,3
104773722,40.4515883,-79.9942006,3
104773730,40.4518702,-79.9945307,4
104773738,40.4521516,-79.9948602,3
104773921,40.4049981,-80.0323015,3
104774017,40.4381852,-79.9726831,3
104774215,40.3759774,-80.001435,3
104774225,40.3753958,-80.0020391,4
104774346,40.3686743,-79.9140672,3
104774358,40.3681971,-79.9142827,3
104774370,40.3677157,-79.9142664,3
104774382,40.3670145,-79.9137192,3
104774414,40.375581,-79.9103427,4
104774423,40.3742256,-79.9114807,3
104774436,40.3736238,-79.91201,3
104774446,40.3730184,-79.9121509,4
104774455,40.3704384,-79.9127972,3
104774466,40.36975,-79.9130198,3
104774520,40.3654422,-79.9122314,3
104774553,40.3628667,-79.9108331,3
104774642,40.4296747,-79.9729139,3
104774812,40.4295529,-79.9707798,3
104774864,40.4301515,-79.9819207,3
104774877,40.4301256,-79.9804151,4
104774888,40.4300442,-79.9789968,4
104774903,40.4299547,-79.977485,4
104774910,40.4298727,-79.9761009,4
104775084,40.4567176,-79.9066947,3
104775093,40.4571874,-79.9064995,3
104775104,40.4576466,-79.9063274,4
104775115,40.458316,-79.9060719,3
104775155,40.4538995,-80.0505925,3
104775165,40.4549636,-80.0516247,4
104775175,40.4564958,-80.0530671,4
104775187,40.4581719,-80.0546602,3
104775260,40.4866113,-80.0381143,3
104775273,40.4872173,-80.0408974,3
104775397,40.4165189,-79.9773871,1
104775410,40.4164577,-79.9768399,3
104775428,40.4168355,-79.9714487,3
104775440,40.4166537,-79.9705341,3
104775453,40.4166088,-79.9700942,3
104775464,40.4165516,-79.9696167,3
104775486,40.39825,-80.0043422,1
104775612,40.4798293,-79.9196447,3
104775632,40.4791058,-79.9177716,3
104775638,40.4777539,-79.9134678,3
104776847,40.4285362,-79.9820715,3
104776856,40.4285444,-79.9828293,4
104777028,40.4544724,-80.0161503,1
104777040,40.4542567,-80.0172882,4
104777045,40.4538092,-80.0196489,3
104777266,40.4266536,-80.0090205,3
104777273,40.4266218,-80.0099062,4
104777293,40.4265903,-80.0108766,4
104777303,40.426576,-80.0117161,3
104777623,40.4777271,-80.035499,3
104781198,40.4573721,-79.9927371,3
104781449,40.3781778,-79.9143914,4
104781474,40.456045,-80.0725585,3
104781487,40.4553289,-80.0723025,3
104781493,40.4556793,-80.0725136,3
104781498,40.4563822,-80.073065,3
104781508,40.456879,-80.0725855,3
104781515,40.4572992,-80.0727305,3
104781522,40.4577242,-80.0728576,3
104781633,40.4574288,-79.9696418,1
104781641,40.4575068,-79.9680873,3
104781944,40.3731209,-79.9146769,1
104781990,40.4095261,-80.0356198,1
104781998,40.4084326,-80.0373222,3
104782594,40.4241917,-79.899884,3
104782672,40.4436402,-79.9866518,4
104782683,40.4430785,-79.9861648,4
104782720,40.4414642,-79.9849975,4
104785198,40.4744351,-80.0286798,3
104785203,40.4757783,-80.0302037,3
104785213,40.4760879,-80.0307019,3
104785614,40.3683386,-79.9180433,3
104785633,40.3667353,-79.9174293,4
104785666,40.4732273,-79.9159255,3
104785671,40.4743446,-79.9154091,3
104785699,40.459964,-80.0704944,1
104785710,40.4584081,-80.0698432,4
104786078,40.4495368,-80.0554741,4
104786085,40.4486883,-80.058237,4
104786090,40.447804,-80.0594307,3
104786102,40.4469923,-80.0605272,3
104786110,40.4469123,-80.060645,3
104786127,40.4467152,-80.0609302,4
104786209,40.4348761,-79.9555878,4
104786217,40.4358946,-79.9553351,3
104786306,40.3863664,-79.9308723,3
104786350,40.4417045,-79.9789987,3
104786357,40.4427019,-79.9796649,3
104786366,40.443626,-79.9803506,4
104786371,40.4440095,-79.9806275,3
104786378,40.4442417,-79.9807951,4
104786384,40.4446339,-79.9810815,3
104786389,40.4453494,-79.981601,3
104786392,40.4456798,-79.9818412,4
104786400,40.446088,-79.9821398,3
104786408,40.4464924,-79.9824365,3
104786764,40.4496046,-80.0448237,3
104786775,40.4498118,-80.044257,1
104786804,40.4508767,-80.0421173,3
104786811,40.4511246,-80.0415622,3
104786819,40.4518434,-80.0406739,1
104787145,40.4566097,-80.0669373,1
104787186,40.4582802,-80.0685759,3
104787210,40.4636865,-79.9258795,4
104787221,40.4634833,-79.9253239,3
104787231,40.4633256,-79.9248479,4
104787244,40.4628945,-79.9234823,3
104787248,40.4627208,-79.9229863,3
104787256,40.4625585,-79.9227171,3
104787278,40.4572146,-79.9223857,3
104787287,40.4570218,-79.9216876,3
104787293,40.456355,-79.9194025,4
104787343,40.4434469,-79.9317701,4
104787375,40.4402058,-79.9299957,3
104787496,40.4740188,-79.9314978,3
104787508,40.4760919,-79.9308124,4
104787532,40.4772324,-79.9304425,4
104787547,40.481037,-79.929212,4
104787553,40.4824698,-79.9287494,4
104787561,40.484853,-79.9278327,4
104787570,40.4859187,-79.926532,4
104787623,40.4393582,-79.9517707,3
104787935,40.4272028,-80.0158119,1
104788033,40.423585,-79.9349106,3
104788044,40.4229407,-79.9357116,1
104788067,40.4085834,-80.0441165,3
104788094,40.4515799,-80.0643162,4
104788098,40.451768,-80.064977,3
104788121,40.4528738,-80.0685684,3
104788130,40.4563667,-80.0495942,3
104788142,40.4577119,-80.0508395,3
104788208,40.3807323,-79.98554,3
104788519,40.3993431,-80.0254892,3
104788531,40.4000695,-80.0255155,1
104788622,40.4158512,-79.9705421,3
104788632,40.4154407,-79.9706065,3
104788651,40.414685,-79.9707473,3
104789319,40.4635559,-79.9158139,1
104789327,40.4630724,-79.9152523,4
104789353,40.4180869,-80.0229406,1
104789361,40.416927,-80.0231793,4
104789369,40.4144165,-80.0230625,3
104789384,40.4130423,-80.0229523,4
104789393,40.4118758,-80.0229131,3
104789402,40.4103595,-80.0228093,3
104789445,40.4066606,-80.0225249,4
104789458,40.4053086,-80.0225168,1
104789528,40.3664526,-79.9018881,1
104790353,40.4578153,-80.002022,4
104790370,40.4919196,-80.0227974,3
104790402,40.4912118,-80.0231226,1
104790422,40.45946,-80.0669925,1
104790433,40.4589187,-80.0671784,3
104790443,40.457892,-80.0674423,3
104791754,40.4757631,-80.0127919,3
104791795,40.475625,-80.013602,3
104791806,40.4756345,-80.0132305,3
104791865,40.3933494,-79.9819636,3
104792008,40.4519406,-79.9446835,1
104792013,40.4515721,-79.9445495,3
104792407,40.4507852,-79.9675447,1
104792414,40.4511404,-79.9668444,3
104792619,40.4830407,-80.0038194,3
104792631,40.4839896,-80.0038668,3
104792650,40.4847097,-80.004382,3
104792656,40.4848691,-80.0044739,3
104792666,40.4872165,-80.0054918,3
104792687,40.4884484,-80.0061219,3
104792709,40.4892271,-80.0066513,4
104792716,40.4895329,-80.0069085,3
104792842,40.4117051,-80.0344867,3
104794025,40.4561287,-80.0701371,1
104794031,40.4552058,-80.0726079,3
104794049,40.4882453,-80.0398281,3
104794065,40.4889999,-80.0402658,3
104794075,40.4897387,-80.0414367,1
104794647,40.4259981,-79.9862782,3
104794655,40.4260031,-79.9857529,3
104794664,40.4260072,-79.9852156,3
104794669,40.4260154,-79.9846693,3
104794674,40.4259806,-79.9841302,3
104794724,40.4832904,-80.0410205,3
104794734,40.4840867,-80.043745,3
104796079,40.4763868,-79.9317254,4
104796090,40.4776471,-79.9318937,3
104796110,40.4797257,-79.931673,3
104796125,40.4828014,-79.9306709,3
104796148,40.4858828,-79.929269,3
104796155,40.4869409,-79.9279543,4
104796232,40.3885451,-79.999002,3
104796241,40.3881958,-80.0000716,3
104796271,40.3874701,-80.0013655,4
104796279,40.3872315,-80.0017785,4
104796287,40.3870145,-80.0021496,4
104796301,40.3867607,-80.0025371,3
104796312,40.3865193,-80.0029218,4
104796325,40.3860133,-80.0037585,4
104796338,40.3857726,-80.0041538,3
104796343,40.385534,-80.0045509,3
104796519,40.4151316,-79.9441436,3
104796529,40.4147483,-79.9454057,4
104797855,40.4809307,-79.9552205,3
104797863,40.4806912,-79.9548614,4
104797871,40.4804172,-79.9544708,4
104797880,40.4801288,-79.9540443,4
104797889,40.4795733,-79.9532712,4
104797899,40.4793172,-79.9528887,4
104797906,40.4790521,-79.9525159,4
104797912,40.4787876,-79.9521424,4
104797920,40.4785275,-79.9517695,4
104797929,40.4782551,-79.9513878,4
104797936,40.4779852,-79.9510056,4
104797940,40.4777427,-79.9506505,3
104797952,40.4775749,-79.9504393,3
104797969,40.4269562,-80.0021123,3
104797975,40.4273396,-80.0020903,3
104798636,40.47428,-79.9653445,3
104798666,40.4724843,-79.9628948,4
104798677,40.471534,-79.9615881,4
104798685,40.4709164,-79.9607256,3
104798695,40.4708319,-79.9606124,3
104798703,40.470629,-79.9603448,4
104798713,40.4704096,-79.9599351,4
104798723,40.4702127,-79.9595451,3
104798736,40.4696115,-79.9583883,3
104798839,40.4248114,-79.9940651,3
104799156,40.4583206,-80.0497334,3
104799165,40.4590485,-80.0505369,3
104799174,40.4597271,-80.0515424,3
104799211,40.4653352,-80.0064148,3
104799222,40.4652623,-80.0067965,1
104799241,40.4664379,-79.9105389,3
104799264,40.3930722,-79.9963387,4
104799283,40.3901217,-79.9960801,3
104799286,40.3893474,-79.9964395,3
104799403,40.463368,-79.9040178,4
104799416,40.3663172,-79.9117235,3
104799431,40.3665467,-79.9107251,4
104799441,40.3666237,-79.9102886,3
104799446,40.3667074,-79.9097711,4
104799459,40.3671428,-79.9077886,3
104800564,40.4638062,-79.9394157,3
104800614,40.4681027,-79.9181585,4
104800619,40.4678415,-79.9171988,3
104800628,40.4676631,-79.9164324,4
104800638,40.4678503,-79.9157984,3
104800649,40.4680335,-79.9152213,1
104801400,40.4867187,-80.0431653,3
104801515,40.4107035,-80.0023817,3
104801520,40.410469,-79.999475,3
104801530,40.4102356,-79.9973031,3
104801540,40.4101213,-79.996832,4
104801683,40.4624003,-79.9313524,3
104801693,40.4622232,-79.930853,3
104801709,40.4589231,-79.9319302,3
104801725,40.4844486,-80.0053842,3
104801738,40.484576,-80.0048952,3
104801764,40.4453566,-79.895888,3
104801772,40.4449528,-79.8946787,4
104801826,40.4510077,-80.0216896,3
104801838,40.4519508,-80.0219949,3
104801851,40.4523853,-80.0221358,4
104801863,40.453299,-80.0224315,4
104801871,40.4537418,-80.0225749,4
104801878,40.4542183,-80.0227292,4
104801887,40.4546956,-80.0228838,3
104801944,40.4160743,-79.966211,1
104801956,40.4155504,-79.9672136,3
104802067,40.4241933,-79.9974724,3
104802081,40.4242098,-79.995847,3
104802095,40.4242403,-79.9938994,4
104802100,40.4242765,-79.9918952,4
104802498,40.4284129,-79.9510028,1
104802633,40.4301123,-79.9853853,4
104802641,40.4294374,-79.9853506,4
104802654,40.4287818,-79.985321,4
104802664,40.4276761,-79.9852946,4
104804433,40.4437267,-80.0036769,3
104804599,40.3912631,-80.0245201,4
104804606,40.3909779,-80.0241456,3
104804617,40.3900453,-80.0228528,4
104804627,40.3885521,-80.0207769,4
104804743,40.3869392,-80.0189833,1
104805354,40.486304,-79.9339373,3
104805364,40.4867072,-79.9334398,4
104805373,40.4871198,-79.9329216,1
104805653,40.3819076,-79.9204394,3
104805664,40.3793375,-79.9182269,3
104805679,40.3904122,-80.0140057,4
104805689,40.3889144,-80.0119372,4
104805699,40.3881666,-80.010899,4
104805724,40.3846918,-80.009999,3
104805733,40.3828378,-80.0102507,3
104805786,40.4399643,-80.0524386,3
104805795,40.44017,-80.0529693,3
104805814,40.4406037,-80.0539435,3
104805824,40.4411059,-80.054775,3
104805834,40.4413652,-80.055161,3
104805842,40.4416112,-80.0554723,3
104806304,40.4734487,-79.8886349,3
104806394,40.385356,-80.0128234,3
104807912,40.4177116,-79.963453,3
104808037,40.3896373,-80.0079871,3
104808047,40.3887254,-80.0081658,3
104808058,40.3881301,-80.0082539,3
104808081,40.3863197,-80.0077198,3
104808092,40.3834968,-80.0064657,3
104808458,40.4849613,-79.9486698,4
104808475,40.4844024,-79.9480562,4
104808480,40.4840925,-79.9477432,3
104808516,40.4815305,-79.9434444,4
104808524,40.4812367,-79.9431031,3
104808547,40.4831646,-79.9452424,3
104808554,40.4829466,-79.9449999,3
104810268,40.4527758,-79.9357653,4
104810285,40.4666525,-79.9249816,3
104810298,40.4676637,-79.9243711,3
104810317,40.4655209,-79.9256671,3
104810338,40.4293696,-79.9922627,3
104810349,40.4289966,-79.9922658,4
104811323,40.4286208,-79.9922503,4
104811458,40.4219584,-79.9694116,3
104811469,40.4213847,-79.968023,1
104811522,40.463498,-79.960133,3
104811529,40.4631497,-79.960038,4
104811539,40.4628002,-79.9599426,4
104811548,40.4624009,-79.9598336,3
104811643,40.4074324,-80.0335817,3
104811660,40.4048916,-80.0399254,3
104811678,40.403634,-80.0413965,4
104811695,40.4024837,-80.042291,3
104811712,40.4002825,-80.0443411,3
104811721,40.3997501,-80.0446456,3
104811788,40.4771964,-79.9212292,4
104811794,40.4764864,-79.9193667,4
104811802,40.4761896,-79.9185987,4
104812572,40.4332473,-80.0495014,3
104812582,40.4339182,-80.0478038,3
104812591,40.4336714,-80.0463267,3
104812822,40.4760465,-80.0299541,3
104812829,40.4760917,-80.0315373,4
104812850,40.4853363,-79.9478297,3
104812862,40.4850584,-79.9475499,4
104812867,40.4847552,-79.9472349,3
104812885,40.4518892,-79.9299584,1
104812897,40.4521753,-79.9290008,3
104814386,40.4438926,-80.0310058,1
104814971,40.4326238,-79.9140212,3
104814981,40.4320459,-79.9140348,1
104815776,40.3843246,-79.9976635,3
104815791,40.3843342,-79.9986636,3
104815910,40.4571929,-79.9424985,3
104815920,40.4563047,-79.9408248,3
104816021,40.3675643,-79.9132903,1
104816030,40.3674539,-79.9124564,3
104816036,40.3655288,-79.9111458,3
104816050,40.3644379,-79.9103901,3
104816054,40.3631855,-79.9096544,3
104816074,40.3679713,-79.9174456,3
104816083,40.3679837,-79.9169212,4
104817828,40.4625538,-79.9928727,3
104817842,40.4630477,-79.9931122,3
104817848,40.4645476,-79.9935781,3
104818283,40.4598084,-79.8738906,4
104819292,40.439612,-79.9262992,3
104819303,40.4402783,-79.9263786,1
104819348,40.4717051,-79.9661108,3
104819384,40.471521,-79.9658177,3
104819395,40.4708572,-79.9649688,4
104819415,40.4700339,-79.963482,3
104819430,40.4691014,-79.9627528,3
104819440,40.468726,-79.9622996,4
104819450,40.4683351,-79.9618245,3
104819457,40.4675873,-79.9608899,3
104819468,40.4651784,-79.9579532,4
104819480,40.4647249,-79.9578277,4
104819491,40.4639167,-79.957604,4
104819502,40.4635749,-79.9575094,4
104819510,40.4632075,-79.9574116,3
104819516,40.4628216,-79.957301,4
104819539,40.4627355,-80.0518947,3
104819549,40.4625413,-80.05244,3
104819558,40.4623936,-80.0528619,3
104819567,40.462241,-80.053328,4
104819826,40.4440062,-80.0365841,3
104819836,40.4454533,-80.0376235,4
104819842,40.4457557,-80.0379701,3
104819927,40.4606416,-80.0488983,3
104820093,40.450445,-79.9344963,3
104820101,40.4507304,-79.933592,4
104820112,40.4512444,-79.9319422,4
104820774,40.4112027,-79.945194,4
104820781,40.4073333,-79.944357,3
104820794,40.4052807,-79.9439543,3
104820823,40.4852523,-80.0316516,2
104820835,40.4852407,-80.0327603,4
104820858,40.4841389,-80.0347503,4
104820871,40.4836609,-80.0356108,3
104821815,40.4271002,-79.9670505,4
104821826,40.426662,-79.967273,3
104821831,40.4262289,-79.9674823,4
104821845,40.4258099,-79.9676777,4
104821856,40.4253994,-79.9678692,4
104821872,40.4242868,-79.968388,3
104821877,40.4241336,-79.9684595,4
104821882,40.4237353,-79.9686452,3
104821897,40.4612966,-80.0026284,3
104822534,40.4363853,-79.9539075,3
104822545,40.4368408,-79.9534622,3
104822554,40.4370367,-79.9532606,3
104822564,40.4373217,-79.9529581,3
104824236,40.4605264,-79.9511339,3
104824249,40.4600718,-79.9501893,4
104824257,40.459849,-79.9497214,4
104824267,40.4596297,-79.9492573,3
104824283,40.4736951,-80.0017045,1
104824569,40.4387889,-79.9276922,3
104824585,40.4202269,-79.9193338,1
104824604,40.4388074,-79.9909456,5
104824610,40.4383691,-79.9909878,4
104824618,40.4379301,-79.9910291,4
104824630,40.4376575,-79.9911103,4
104824986,40.4229513,-79.985482,3
104824994,40.4228573,-79.986697,1
104825008,40.3696185,-79.9126122,3
104825018,40.3691142,-79.9129908,4
104825031,40.3685899,-79.9133845,3
104825169,40.39063,-80.0260338,3
104825584,40.4446438,-79.896159,4
104825599,40.4444335,-79.8955401,3
104825611,40.4442492,-79.8949649,4
104825624,40.4440653,-79.8944087,3
104825637,40.44379,-79.8935925,4
104825697,40.4181485,-80.0045901,3
104825707,40.4173459,-80.0044428,4
104825719,40.4165904,-80.0044023,3
104825745,40.4555514,-80.0471657,3
104825765,40.457591,-80.0493093,3
104825784,40.4794658,-80.0334815,3
104825792,40.4813612,-80.0333384,3
104826118,40.4257262,-79.9357855,3
104826131,40.4256484,-79.934605,3
104826153,40.4253044,-79.9318468,4
104826445,40.4855397,-80.0331018,3
104826939,40.4086604,-80.0085404,1
104826955,40.424479,-80.0110027,1
104827453,40.4710468,-79.9292013,3
104827461,40.4714619,-79.9289405,4
104827465,40.4718776,-79.928689,4
104827473,40.4723425,-79.928383,4
104830443,40.4547147,-79.9244021,3
104830449,40.453641,-79.9239347,3
104831411,40.4600314,-79.9435306,3
104831428,40.4599641,-79.9427099,3
104831442,40.4598972,-79.9419072,4
104831449,40.4598515,-79.9413025,4
104831462,40.4598038,-79.9406871,4
104831475,40.4597449,-79.9399713,3
104831487,40.459688,-79.939273,4
104831498,40.4596416,-79.9386439,3
104831512,40.4595214,-79.9373946,4
104831520,40.4594541,-79.9367323,4
104831529,40.4593815,-79.9361114,4
104831892,40.4085866,-80.0339773,4
104831902,40.4091225,-80.0345925,3
104832404,40.456114,-79.9540842,3
104832415,40.4563295,-79.9537237,4
104832656,40.4241543,-80.0055599,4
104832667,40.4241447,-80.005935,3
104832924,40.4404017,-79.9501656,4
104833760,40.475543,-80.0367224,3
104833869,40.4577304,-79.9274431,4
104833879,40.456752,-79.9290517,4
104835348,40.4829842,-79.9109648,3
104835362,40.4787133,-79.9116223,3
104835696,40.450637,-79.9657278,3
104835733,40.4520692,-79.9667809,3
104835764,40.4535045,-80.0421692,3
104835975,40.4493066,-80.0404694,3
104836215,40.4070441,-80.0150484,3
104836223,40.4080073,-80.0142597,3
104836243,40.407785,-80.0135281,3
104836312,40.4397215,-79.9348697,3
104836324,40.4404022,-79.9327476,3
104836403,40.4042997,-79.9866392,3
104836416,40.4034215,-79.9865212,4
104836426,40.4029272,-79.9864595,3
104836456,40.4013199,-79.9862397,3
104836477,40.4660832,-79.8961875,3
104836550,40.4656916,-79.8956021,1
104836628,40.466032,-79.8949973,1
104836665,40.4646511,-79.8909055,4
104836679,40.4646516,-79.8900472,3
104837221,40.4364119,-80.0492006,3
104837232,40.4356466,-80.0504698,3
104837494,40.4758032,-79.9299114,4
104837501,40.4755044,-79.9290087,3
104837506,40.4753446,-79.9285681,4
104837520,40.4749499,-79.9279111,4
104837526,40.4742435,-79.9257819,3
104837562,40.4720285,-79.915519,3
104837568,40.4718828,-79.9145794,3
104837651,40.473989,-79.9243303,4
104837657,40.4738292,-79.9238508,3
104837667,40.473673,-79.9233726,4
104837676,40.4730481,-79.92146,4
104837682,40.4723856,-79.9183853,4
104837695,40.4722097,-79.9154457,3
104837786,40.4363707,-80.0188332,3
104837793,40.4365246,-80.0199137,3
104837998,40.4287822,-79.9729944,3
104838003,40.4286705,-79.9710204,4
104838014,40.4282802,-79.9696027,3
104838028,40.4293217,-79.9819946,3
104838038,40.4292383,-79.9805034,4
104838050,40.4291467,-79.9790835,4
104838060,40.4290646,-79.9775697,4
104838065,40.4289829,-79.9761953,4
104838316,40.4204846,-79.9659743,3
104838322,40.4201415,-79.9651535,1
104838357,40.4219691,-79.9702471,1
104838366,40.4217608,-79.9694988,3
104838380,40.4215624,-79.9695801,3
104838387,40.4201089,-79.966154,4
