osmid,lat,lon,street_count
104207692,40.4854345,-80.0151028,3
104207700,40.4861526,-80.0153548,3
104207725,40.4041929,-80.017954,1
104207754,40.3827473,-79.9993229,4
104208711,40.4519293,-80.019029,3
104208716,40.4523824,-80.0166608,4
104210061,40.4137966,-79.9970354,3
104210103,40.4179055,-79.9983318,3
104210111,40.4178898,-79.9988016,3
104210371,40.4008229,-79.9860936,3
104211480,40.3997653,-79.9869342,3
104211490,40.3996754,-79.9874224,4
104211495,40.3995753,-79.9880661,4
104213049,40.4148596,-79.9723521,4
104213067,40.4156143,-79.9722238,3
104213084,40.4169315,-79.9685653,3
104213848,40.4313717,-79.9368645,4
104215022,40.468044,-79.8986603,1
104215283,40.4228206,-80.0027957,3
104215294,40.4232392,-80.0033402,3
104215792,40.45289,-79.9333265,3
104215802,40.4515477,-79.9326175,3
104215888,40.4530543,-79.9349406,3
104215894,40.453204,-79.9344913,3
104215906,40.4533626,-79.9340243,3
104217578,40.4581244,-79.9944331,4
104217588,40.458099,-79.995507,4
104244913,40.483531,-79.9079253,3
104244965,40.4230919,-79.9477379,3
104244971,40.4227646,-79.9475489,3
104244984,40.4224398,-79.947363,4
104245017,40.422161,-79.9482168,1
104245028,40.4228331,-79.948626,4
104245033,40.4232516,-79.948883,1
104245628,40.4546499,-80.0468888,1
104245774,40.4297049,-80.0197212,1
104245786,40.4298103,-80.0195179,3
104246050,40.4168266,-79.9336105,3
104246071,40.4159522,-79.9333594,3
104246098,40.4154163,-79.9314424,3
104246143,40.4136331,-79.9299862,3
104246167,40.4468182,-79.9747236,4
104246177,40.4470314,-79.9754504,3
104246289,40.4448776,-79.9792944,4
104246700,40.4268984,-79.9201526,3
104246711,40.426415,-79.9203602,3
104246724,40.4259913,-79.9205362,4
104246730,40.42554,-79.9207042,3
104246735,40.4250705,-79.9208823,3
104247459,40.4076954,-80.0070129,3
104248713,40.3938908,-79.9921212,3
104248721,40.3933551,-79.9919277,3
104249975,40.4535555,-79.8751202,1
104250005,40.4537918,-79.8741272,3
104250040,40.4531879,-79.8743571,3
104250057,40.4525015,-79.8736425,4
104250466,40.4857693,-79.9390778,1
104250803,40.4373851,-80.0523981,3
104250819,40.4377483,-80.0528608,3
104250831,40.4044875,-80.0266287,3
104250838,40.4038604,-80.0266394,3
104250853,40.4053903,-80.0283855,3
104250896,40.4805804,-80.0429676,1
104250917,40.4329874,-79.930534,4
104250998,40.4322892,-79.9305035,4
104348235,40.4831775,-79.9156144,3
104348248,40.4836587,-79.9151439,3
104351256,40.4577913,-80.0043215,3
104351648,40.4575621,-79.9738727,4
104351658,40.4565789,-79.9752755,4
104351687,40.4556105,-79.9766965,4
104352961,40.4655142,-80.0333362,4
104353787,40.3698302,-79.912948,3
104353797,40.3698183,-79.9123649,3
104353815,40.3679396,-79.90683,3
104354096,40.4763432,-80.0106329,3
104354758,40.4635753,-79.9781058,3
104354798,40.4520699,-79.8862581,3
104354806,40.4520038,-79.8863233,3
104354834,40.4476733,-79.9758167,3
104356483,40.4141874,-79.9215161,3
104356514,40.4144293,-79.9201607,3
104356527,40.4148465,-79.9196448,3
104356531,40.414689,-79.91926,3
